NaN	-2.5401	-2.2606	-2.0076	-1.7787	-1.5716	-1.3842	-1.2147	-1.0612	-0.92242	-0.79681	-0.68315	-0.5803	-0.48725	-0.40305	-0.32686	-0.25792	-0.19554	-0.1391	-0.088028	-0.041817	-3.98E-06	0.038898	0.084801	0.13553	0.1916	0.25356	0.32204	0.39773	0.48137	0.57381	0.67597	0.78887	0.91365	1.0516	1.204	1.3724	1.5585	1.7643	1.9916	2.2429	2.5206
0	3.61E+10	4.43E+10	5.53E+10	6.91E+10	8.63E+10	1.07E+11	1.32E+11	1.62E+11	1.94E+11	2.29E+11	2.63E+11	2.94E+11	3.20E+11	3.39E+11	3.52E+11	3.57E+11	3.58E+11	3.54E+11	3.48E+11	3.41E+11	3.32E+11	3.23E+11	3.11E+11	2.98E+11	2.82E+11	2.64E+11	2.44E+11	2.23E+11	2.02E+11	1.80E+11	1.59E+11	1.38E+11	1.19E+11	1.02E+11	8.66E+10	7.29E+10	6.10E+10	5.08E+10	4.21E+10	3.48E+10	2.87E+10
0.1002	3.60E+10	4.40E+10	5.48E+10	6.83E+10	8.51E+10	1.05E+11	1.29E+11	1.57E+11	1.88E+11	2.19E+11	2.51E+11	2.79E+11	3.02E+11	3.19E+11	3.30E+11	3.35E+11	3.36E+11	3.33E+11	3.27E+11	3.21E+11	3.13E+11	3.05E+11	2.95E+11	2.82E+11	2.68E+11	2.52E+11	2.34E+11	2.15E+11	1.95E+11	1.74E+11	1.54E+11	1.35E+11	1.17E+11	1.00E+11	8.53E+10	7.20E+10	6.04E+10	5.04E+10	4.18E+10	3.46E+10	2.86E+10
0.2004	3.57E+10	4.36E+10	5.40E+10	6.70E+10	8.29E+10	1.02E+11	1.24E+11	1.49E+11	1.76E+11	2.04E+11	2.30E+11	2.54E+11	2.72E+11	2.86E+11	2.95E+11	2.99E+11	2.99E+11	2.97E+11	2.93E+11	2.88E+11	2.82E+11	2.76E+11	2.67E+11	2.57E+11	2.45E+11	2.32E+11	2.17E+11	2.00E+11	1.83E+11	1.65E+11	1.47E+11	1.29E+11	1.13E+11	9.71E+10	8.30E+10	7.04E+10	5.92E+10	4.96E+10	4.13E+10	3.42E+10	2.83E+10
0.3006	3.52E+10	4.29E+10	5.29E+10	6.51E+10	7.99E+10	9.73E+10	1.17E+11	1.39E+11	1.61E+11	1.83E+11	2.04E+11	2.21E+11	2.35E+11	2.44E+11	2.50E+11	2.53E+11	2.54E+11	2.52E+11	2.50E+11	2.46E+11	2.42E+11	2.38E+11	2.32E+11	2.25E+11	2.16E+11	2.06E+11	1.94E+11	1.81E+11	1.67E+11	1.52E+11	1.37E+11	1.22E+11	1.07E+11	9.28E+10	7.98E+10	6.81E+10	5.76E+10	4.84E+10	4.05E+10	3.37E+10	2.79E+10
0.4008	3.46E+10	4.21E+10	5.14E+10	6.27E+10	7.61E+10	9.15E+10	1.08E+11	1.26E+11	1.44E+11	1.60E+11	1.74E+11	1.85E+11	1.93E+11	1.99E+11	2.02E+11	2.04E+11	2.04E+11	2.04E+11	2.02E+11	2.00E+11	1.98E+11	1.96E+11	1.92E+11	1.88E+11	1.83E+11	1.76E+11	1.68E+11	1.59E+11	1.48E+11	1.37E+11	1.25E+11	1.12E+11	9.95E+10	8.74E+10	7.59E+10	6.52E+10	5.56E+10	4.70E+10	3.95E+10	3.30E+10	2.75E+10
0.501	3.37E+10	4.10E+10	4.96E+10	5.99E+10	7.17E+10	8.47E+10	9.84E+10	1.12E+11	1.24E+11	1.35E+11	1.43E+11	1.48E+11	1.52E+11	1.54E+11	1.55E+11	1.56E+11	1.56E+11	1.56E+11	1.56E+11	1.56E+11	1.55E+11	1.54E+11	1.53E+11	1.51E+11	1.48E+11	1.45E+11	1.40E+11	1.35E+11	1.28E+11	1.20E+11	1.11E+11	1.01E+11	9.12E+10	8.11E+10	7.12E+10	6.18E+10	5.32E+10	4.53E+10	3.83E+10	3.22E+10	2.69E+10
0.6012	3.28E+10	3.97E+10	4.75E+10	5.67E+10	6.68E+10	7.74E+10	8.78E+10	9.73E+10	1.05E+11	1.10E+11	1.13E+11	1.14E+11	1.14E+11	1.14E+11	1.14E+11	1.14E+11	1.14E+11	1.14E+11	1.15E+11	1.15E+11	1.16E+11	1.16E+11	1.16E+11	1.16E+11	1.16E+11	1.15E+11	1.13E+11	1.11E+11	1.07E+11	1.02E+11	9.66E+10	8.98E+10	8.23E+10	7.42E+10	6.61E+10	5.81E+10	5.04E+10	4.33E+10	3.69E+10	3.12E+10	2.62E+10
0.7014	3.16E+10	3.81E+10	4.52E+10	5.31E+10	6.14E+10	6.96E+10	7.70E+10	8.27E+10	8.62E+10	8.73E+10	8.66E+10	8.47E+10	8.25E+10	8.06E+10	7.93E+10	7.88E+10	7.89E+10	7.94E+10	8.02E+10	8.12E+10	8.22E+10	8.32E+10	8.44E+10	8.56E+10	8.68E+10	8.78E+10	8.84E+10	8.83E+10	8.74E+10	8.54E+10	8.23E+10	7.81E+10	7.29E+10	6.70E+10	6.06E+10	5.39E+10	4.74E+10	4.12E+10	3.54E+10	3.01E+10	2.55E+10
0.8016	3.04E+10	3.64E+10	4.27E+10	4.93E+10	5.59E+10	6.17E+10	6.62E+10	6.87E+10	6.89E+10	6.71E+10	6.39E+10	6.03E+10	5.70E+10	5.44E+10	5.28E+10	5.20E+10	5.20E+10	5.25E+10	5.34E+10	5.45E+10	5.58E+10	5.70E+10	5.87E+10	6.05E+10	6.25E+10	6.46E+10	6.66E+10	6.82E+10	6.92E+10	6.94E+10	6.86E+10	6.66E+10	6.36E+10	5.96E+10	5.48E+10	4.96E+10	4.42E+10	3.88E+10	3.37E+10	2.89E+10	2.46E+10
0.9018	2.90E+10	3.44E+10	3.99E+10	4.53E+10	5.01E+10	5.39E+10	5.59E+10	5.58E+10	5.37E+10	5.00E+10	4.56E+10	4.13E+10	3.78E+10	3.52E+10	3.35E+10	3.27E+10	3.26E+10	3.31E+10	3.39E+10	3.49E+10	3.61E+10	3.73E+10	3.90E+10	4.09E+10	4.32E+10	4.57E+10	4.84E+10	5.10E+10	5.33E+10	5.50E+10	5.58E+10	5.57E+10	5.45E+10	5.22E+10	4.90E+10	4.52E+10	4.09E+10	3.64E+10	3.19E+10	2.77E+10	2.37E+10
1.002	2.76E+10	3.22E+10	3.69E+10	4.11E+10	4.45E+10	4.63E+10	4.64E+10	4.44E+10	4.07E+10	3.61E+10	3.14E+10	2.73E+10	2.41E+10	2.18E+10	2.04E+10	1.97E+10	1.96E+10	1.99E+10	2.05E+10	2.13E+10	2.23E+10	2.33E+10	2.47E+10	2.65E+10	2.86E+10	3.11E+10	3.39E+10	3.69E+10	3.98E+10	4.24E+10	4.44E+10	4.57E+10	4.59E+10	4.51E+10	4.33E+10	4.07E+10	3.74E+10	3.38E+10	3.01E+10	2.63E+10	2.28E+10
1.1022	2.61E+10	3.00E+10	3.39E+10	3.70E+10	3.89E+10	3.92E+10	3.77E+10	3.44E+10	3.01E+10	2.53E+10	2.10E+10	1.74E+10	1.48E+10	1.30E+10	1.19E+10	1.13E+10	1.12E+10	1.14E+10	1.18E+10	1.24E+10	1.31E+10	1.39E+10	1.50E+10	1.64E+10	1.82E+10	2.04E+10	2.29E+10	2.58E+10	2.88E+10	3.18E+10	3.46E+10	3.67E+10	3.81E+10	3.84E+10	3.78E+10	3.63E+10	3.40E+10	3.12E+10	2.81E+10	2.49E+10	2.18E+10
1.2024	2.45E+10	2.77E+10	3.07E+10	3.28E+10	3.35E+10	3.26E+10	3.00E+10	2.61E+10	2.16E+10	1.72E+10	1.35E+10	1.07E+10	8.73E+09	7.44E+09	6.66E+09	6.26E+09	6.14E+09	6.24E+09	6.49E+09	6.87E+09	7.34E+09	7.89E+09	8.67E+09	9.71E+09	1.11E+10	1.28E+10	1.49E+10	1.74E+10	2.03E+10	2.33E+10	2.63E+10	2.89E+10	3.10E+10	3.23E+10	3.26E+10	3.20E+10	3.07E+10	2.86E+10	2.62E+10	2.35E+10	2.07E+10
1.3026	2.29E+10	2.55E+10	2.76E+10	2.87E+10	2.84E+10	2.66E+10	2.34E+10	1.93E+10	1.51E+10	1.13E+10	8.42E+09	6.36E+09	4.99E+09	4.13E+09	3.61E+09	3.34E+09	3.24E+09	3.28E+09	3.42E+09	3.64E+09	3.92E+09	4.27E+09	4.78E+09	5.48E+09	6.43E+09	7.69E+09	9.32E+09	1.14E+10	1.38E+10	1.66E+10	1.95E+10	2.23E+10	2.48E+10	2.67E+10	2.78E+10	2.80E+10	2.74E+10	2.61E+10	2.42E+10	2.20E+10	1.97E+10
