NaN	-2.5401	-2.2606	-2.0076	-1.7787	-1.5716	-1.3842	-1.2147	-1.0612	-0.92242	-0.79681	-0.68315	-0.5803	-0.48725	-0.40305	-0.32686	-0.25792	-0.19554	-0.1391	-0.088028	-0.041817	-3.98E-06	0.038898	0.084801	0.13553	0.1916	0.25356	0.32204	0.39773	0.48137	0.57381	0.67597	0.78887	0.91365	1.0516	1.204	1.3724	1.5585	1.7643	1.9916	2.2429	2.5206
0	1.05E+14	1.08E+14	1.15E+14	1.27E+14	1.49E+14	1.88E+14	2.51E+14	3.44E+14	4.68E+14	6.14E+14	7.65E+14	8.97E+14	9.93E+14	1.05E+15	1.06E+15	1.05E+15	1.01E+15	9.63E+14	9.11E+14	8.58E+14	8.07E+14	7.59E+14	7.02E+14	6.40E+14	5.76E+14	5.10E+14	4.44E+14	3.82E+14	3.25E+14	2.74E+14	2.31E+14	1.96E+14	1.68E+14	1.47E+14	1.32E+14	1.21E+14	1.13E+14	1.09E+14	1.05E+14	1.03E+14	1.02E+14
0.1002	1.05E+14	1.07E+14	1.13E+14	1.23E+14	1.41E+14	1.69E+14	2.12E+14	2.70E+14	3.42E+14	4.22E+14	4.98E+14	5.63E+14	6.09E+14	6.36E+14	6.45E+14	6.39E+14	6.24E+14	6.02E+14	5.78E+14	5.53E+14	5.28E+14	5.04E+14	4.75E+14	4.43E+14	4.08E+14	3.72E+14	3.34E+14	2.97E+14	2.61E+14	2.28E+14	1.99E+14	1.75E+14	1.55E+14	1.39E+14	1.27E+14	1.18E+14	1.12E+14	1.08E+14	1.05E+14	1.03E+14	1.02E+14
0.2004	1.04E+14	1.07E+14	1.11E+14	1.18E+14	1.29E+14	1.45E+14	1.65E+14	1.90E+14	2.15E+14	2.39E+14	2.59E+14	2.74E+14	2.84E+14	2.91E+14	2.93E+14	2.93E+14	2.91E+14	2.88E+14	2.83E+14	2.78E+14	2.72E+14	2.66E+14	2.59E+14	2.50E+14	2.40E+14	2.29E+14	2.16E+14	2.02E+14	1.88E+14	1.74E+14	1.60E+14	1.48E+14	1.37E+14	1.27E+14	1.20E+14	1.14E+14	1.10E+14	1.06E+14	1.04E+14	1.03E+14	1.02E+14
0.3006	1.03E+14	1.05E+14	1.08E+14	1.12E+14	1.18E+14	1.24E+14	1.31E+14	1.36E+14	1.40E+14	1.42E+14	1.43E+14	1.43E+14	1.43E+14	1.43E+14	1.44E+14	1.44E+14	1.45E+14	1.45E+14	1.46E+14	1.46E+14	1.46E+14	1.46E+14	1.46E+14	1.46E+14	1.45E+14	1.44E+14	1.42E+14	1.40E+14	1.37E+14	1.33E+14	1.29E+14	1.25E+14	1.21E+14	1.17E+14	1.13E+14	1.10E+14	1.07E+14	1.05E+14	1.03E+14	1.02E+14	1.02E+14
0.4008	1.03E+14	1.04E+14	1.06E+14	1.08E+14	1.10E+14	1.11E+14	1.12E+14	1.11E+14	1.11E+14	1.10E+14	1.09E+14	1.08E+14	1.08E+14	1.07E+14	1.07E+14	1.07E+14	1.08E+14	1.08E+14	1.08E+14	1.09E+14	1.09E+14	1.09E+14	1.10E+14	1.10E+14	1.11E+14	1.11E+14	1.12E+14	1.12E+14	1.12E+14	1.12E+14	1.12E+14	1.11E+14	1.10E+14	1.09E+14	1.07E+14	1.06E+14	1.05E+14	1.03E+14	1.03E+14	1.02E+14	1.01E+14
0.501	1.02E+14	1.03E+14	1.03E+14	1.04E+14	1.04E+14	1.04E+14	1.04E+14	1.03E+14	1.03E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.03E+14	1.03E+14	1.03E+14	1.03E+14	1.04E+14	1.04E+14	1.04E+14	1.04E+14	1.04E+14	1.04E+14	1.04E+14	1.03E+14	1.03E+14	1.02E+14	1.02E+14	1.01E+14	1.01E+14
0.6012	1.01E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.02E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14
0.7014	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14
0.8016	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.00E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.01E+14	1.00E+14
