NaN,-14.212,-13.043,-11.95,-10.927,-9.9699,-9.0746,-8.2371,-7.4537,-6.7207,-6.035,-5.3936,-4.7935,-4.2321,-3.7069,-3.2156,-2.7559,-2.326,-1.9237,-1.5474,-1.1953,-0.86601,-0.55791,-0.26968,-3.9113e-05,0.2143,0.49871,0.80273,1.1277,1.4751,1.8464,2.2433,2.6676,3.1212,3.606,4.1242,4.6782,5.2703,5.9033,6.5799,7.3031,8.0762,8.9027,9.786,10.73,11.74,12.819,13.972
0,9.227e+10,1.0914e+11,1.2948e+11,1.5412e+11,1.8412e+11,2.2087e+11,2.6617e+11,3.2242e+11,3.9284e+11,4.8178e+11,5.9527e+11,7.4167e+11,9.3277e+11,1.1853e+12,1.5231e+12,1.9796e+12,2.6002e+12,3.4417e+12,4.5603e+12,5.9752e+12,7.5971e+12,9.1553e+12,1.0244e+13,1.0559e+13,1.0232e+13,9.1821e+12,7.712e+12,6.1838e+12,4.8281e+12,3.7255e+12,2.8682e+12,2.2157e+12,1.7226e+12,1.3498e+12,1.0667e+12,8.4994e+11,6.8269e+11,5.5247e+11,4.5018e+11,3.6915e+11,3.0445e+11,2.5238e+11,2.102e+11,1.7581e+11,1.476e+11,1.2435e+11,1.0507e+11
0.21299,9.2183e+10,1.0902e+11,1.2931e+11,1.5388e+11,1.8379e+11,2.204e+11,2.6549e+11,3.2143e+11,3.9135e+11,4.7951e+11,5.9171e+11,7.3596e+11,9.2336e+11,1.1693e+12,1.4953e+12,1.9301e+12,2.5107e+12,3.2785e+12,4.2651e+12,5.4597e+12,6.7596e+12,7.9431e+12,8.7362e+12,8.9678e+12,8.7447e+12,7.9919e+12,6.8784e+12,5.6521e+12,4.5071e+12,3.5368e+12,2.7583e+12,2.1515e+12,1.6848e+12,1.3273e+12,1.053e+12,8.4147e+11,6.7734e+11,5.4902e+11,4.4791e+11,3.6762e+11,3.0339e+11,2.5165e+11,2.0968e+11,1.7543e+11,1.4733e+11,1.2414e+11,1.0492e+11
0.42597,9.2028e+10,1.088e+11,1.2901e+11,1.5346e+11,1.8319e+11,2.1954e+11,2.6424e+11,3.1958e+11,3.8859e+11,4.753e+11,5.8513e+11,7.254e+11,9.0601e+11,1.1402e+12,1.4451e+12,1.8421e+12,2.3544e+12,3.0002e+12,3.777e+12,4.6375e+12,5.4746e+12,6.1479e+12,6.5555e+12,6.6774e+12,6.5839e+12,6.2157e+12,5.5887e+12,4.7991e+12,3.9754e+12,3.2159e+12,2.5672e+12,2.0379e+12,1.617e+12,1.2863e+12,1.0279e+12,8.2589e+11,6.6747e+11,5.4265e+11,4.4371e+11,3.648e+11,3.0146e+11,2.503e+11,2.0872e+11,1.7474e+11,1.4682e+11,1.2377e+11,1.0465e+11
0.63896,9.1801e+10,1.0848e+11,1.2856e+11,1.5283e+11,1.8229e+11,2.1825e+11,2.6238e+11,3.1683e+11,3.8446e+11,4.6897e+11,5.7525e+11,7.0963e+11,8.803e+11,1.0974e+12,1.3728e+12,1.7181e+12,2.1406e+12,2.6335e+12,3.1628e+12,3.6584e+12,4.0337e+12,4.2433e+12,4.3254e+12,4.3543e+12,4.3599e+12,4.3101e+12,4.1259e+12,3.7756e+12,3.3052e+12,2.7945e+12,2.308e+12,1.8798e+12,1.5205e+12,1.2271e+12,9.9121e+11,8.0285e+11,6.5279e+11,5.3313e+11,4.3744e+11,3.6059e+11,2.9858e+11,2.4829e+11,2.0731e+11,1.7373e+11,1.4609e+11,1.2323e+11,1.0425e+11
0.85195,9.1502e+10,1.0806e+11,1.2797e+11,1.5199e+11,1.811e+11,2.1653e+11,2.5986e+11,3.131e+11,3.7885e+11,4.6038e+11,5.6186e+11,6.8841e+11,8.4609e+11,1.0414e+12,1.2801e+12,1.5638e+12,1.8841e+12,2.2142e+12,2.5018e+12,2.6793e+12,2.7048e+12,2.6138e+12,2.5109e+12,2.4859e+12,2.536e+12,2.6583e+12,2.7598e+12,2.7448e+12,2.5841e+12,2.316e+12,2.0005e+12,1.6857e+12,1.3987e+12,1.1508e+12,9.4307e+11,7.7224e+11,6.3311e+11,5.2031e+11,4.2895e+11,3.5489e+11,2.9469e+11,2.456e+11,2.0541e+11,1.7237e+11,1.4511e+11,1.2251e+11,1.0372e+11
1.0649,9.1128e+10,1.0754e+11,1.2723e+11,1.5094e+11,1.7958e+11,2.1434e+11,2.5664e+11,3.0833e+11,3.7167e+11,4.4943e+11,5.4489e+11,6.6177e+11,8.0374e+11,9.7348e+11,1.1705e+12,1.3873e+12,1.6036e+12,1.7815e+12,1.8686e+12,1.8224e+12,1.6533e+12,1.4408e+12,1.2858e+12,1.2435e+12,1.2943e+12,1.4542e+12,1.6674e+12,1.8389e+12,1.8958e+12,1.8275e+12,1.6696e+12,1.4678e+12,1.2575e+12,1.0598e+12,8.845e+11,7.3438e+11,6.0847e+11,5.0411e+11,4.1819e+11,3.4764e+11,2.8974e+11,2.4217e+11,2.03e+11,1.7066e+11,1.4388e+11,1.2162e+11,1.0306e+11
1.2779,9.0679e+10,1.069e+11,1.2633e+11,1.4965e+11,1.7774e+11,2.1166e+11,2.5271e+11,3.025e+11,3.6291e+11,4.3611e+11,5.2444e+11,6.3004e+11,7.5417e+11,8.9572e+11,1.0487e+12,1.1988e+12,1.319e+12,1.3711e+12,1.3177e+12,1.1524e+12,9.2375e+11,7.1444e+11,5.8407e+11,5.4637e+11,5.7898e+11,7.0293e+11,9.0634e+11,1.1322e+12,1.3027e+12,1.3714e+12,1.3405e+12,1.2401e+12,1.1041e+12,9.5793e+11,8.1732e+11,6.9012e+11,5.7922e+11,4.8468e+11,4.0516e+11,3.3883e+11,2.8371e+11,2.38e+11,2.0008e+11,1.6858e+11,1.4238e+11,1.2053e+11,1.0226e+11
1.4909,9.0152e+10,1.0616e+11,1.2527e+11,1.4814e+11,1.7555e+11,2.0848e+11,2.4805e+11,2.956e+11,3.5259e+11,4.2056e+11,5.008e+11,5.9391e+11,6.9878e+11,8.1101e+11,9.2044e+11,1.0086e+12,1.0481e+12,1.009e+12,8.7736e+11,6.7817e+11,4.7361e+11,3.2125e+11,2.3775e+11,2.1194e+11,2.266e+11,2.9825e+11,4.407e+11,6.3836e+11,8.3694e+11,9.7781e+11,1.0349e+12,1.0165e+12,9.4665e+11,8.4972e+11,7.4396e+11,6.4072e+11,5.4601e+11,4.623e+11,3.9002e+11,3.2851e+11,2.7662e+11,2.3307e+11,1.9662e+11,1.6614e+11,1.4063e+11,1.1926e+11,1.0134e+11
1.7039,8.9546e+10,1.053e+11,1.2405e+11,1.4639e+11,1.7303e+11,2.0481e+11,2.4268e+11,2.8768e+11,3.4083e+11,4.0298e+11,4.7442e+11,5.5424e+11,6.3927e+11,7.2248e+11,7.9116e+11,8.2605e+11,8.0418e+11,7.0968e+11,5.5139e+11,3.7166e+11,2.2374e+11,1.3251e+11,8.8208e+10,7.3302e+10,7.7372e+10,1.0973e+11,1.899e+11,3.2809e+11,5.0178e+11,6.6201e+11,7.6826e+11,8.0842e+11,7.9271e+11,7.3977e+11,6.6713e+11,5.8773e+11,5.0969e+11,4.3746e+11,3.73e+11,3.168e+11,2.6852e+11,2.2743e+11,1.9266e+11,1.6332e+11,1.3861e+11,1.1781e+11,1.0027e+11
