NaN,-14.212,-13.043,-11.95,-10.927,-9.9699,-9.0746,-8.2371,-7.4537,-6.7207,-6.035,-5.3936,-4.7935,-4.2321,-3.7069,-3.2156,-2.7559,-2.326,-1.9237,-1.5474,-1.1953,-0.86601,-0.55791,-0.26968,-3.9113e-05,0.2143,0.49871,0.80273,1.1277,1.4751,1.8464,2.2433,2.6676,3.1212,3.606,4.1242,4.6782,5.2703,5.9033,6.5799,7.3031,8.0762,8.9027,9.786,10.73,11.74,12.819,13.972
0,2.0361e+16,3.0671e+16,4.6337e+16,6.9925e+16,1.0503e+17,1.5655e+17,2.309e+17,3.3613e+17,4.8178e+17,6.7852e+17,9.3744e+17,1.2694e+18,1.6851e+18,2.1968e+18,2.8229e+18,3.5989e+18,4.5957e+18,5.9491e+18,7.899e+18,1.08e+19,1.4952e+19,2.0001e+19,2.4208e+19,2.5325e+19,2.3541e+19,1.8843e+19,1.355e+19,9.2777e+18,6.3268e+18,4.3922e+18,3.1182e+18,2.2541e+18,1.6471e+18,1.2078e+18,8.8372e+17,6.4267e+17,4.6345e+17,3.3108e+17,2.343e+17,1.6438e+17,1.1446e+17,7.9232e+16,5.4622e+16,3.7584e+16,2.5878e+16,1.7886e+16,1.2458e+16
0.21299,1.9453e+16,2.907e+16,4.3541e+16,6.5096e+16,9.6802e+16,1.4275e+17,2.0816e+17,2.9943e+17,4.239e+17,5.895e+17,8.0414e+17,1.0752e+18,1.4099e+18,1.8162e+18,2.3072e+18,2.9078e+18,3.6665e+18,4.6711e+18,6.0607e+18,8.0043e+18,1.0565e+19,1.3391e+19,1.5541e+19,1.6042e+19,1.5102e+19,1.2586e+19,9.538e+18,6.8559e+18,4.8555e+18,3.4648e+18,2.5103e+18,1.8442e+18,1.3666e+18,1.0155e+18,7.5278e+17,5.5458e+17,4.0507e+17,2.9302e+17,2.0988e+17,1.4894e+17,1.0483e+17,7.3297e+16,5.0999e+16,3.5391e+16,2.456e+16,1.7098e+16,1.1989e+16
0.42597,1.7919e+16,2.6391e+16,3.8909e+16,5.7179e+16,8.3459e+16,1.2062e+17,1.7216e+17,2.4206e+17,3.346e+17,4.5394e+17,6.038e+17,7.8723e+17,1.0069e+18,1.2661e+18,1.5711e+18,1.9347e+18,2.3798e+18,2.9424e+18,3.6655e+18,4.5697e+18,5.5916e+18,6.5331e+18,7.1303e+18,7.2279e+18,6.9421e+18,6.1591e+18,5.0739e+18,3.9533e+18,2.9897e+18,2.2418e+18,1.6865e+18,1.2771e+18,9.718e+17,7.4031e+17,5.6226e+17,4.2427e+17,3.1729e+17,2.3485e+17,1.7197e+17,1.2462e+17,8.9452e+16,6.3692e+16,4.5068e+16,3.1763e+16,2.2358e+16,1.577e+16,1.1193e+16
0.63896,1.5918e+16,2.2945e+16,3.3041e+16,4.732e+16,6.7151e+16,9.4119e+16,1.2994e+17,1.7628e+17,2.3457e+17,3.0577e+17,3.9026e+17,4.8791e+17,5.985e+17,7.2244e+17,8.6168e+17,1.0206e+18,1.2061e+18,1.4252e+18,1.6781e+18,1.9456e+18,2.183e+18,2.3416e+18,2.4092e+18,2.4084e+18,2.3683e+18,2.2525e+18,2.0453e+18,1.7635e+18,1.4578e+18,1.1745e+18,9.3531e+17,7.4211e+17,5.8825e+17,4.6544e+17,3.6667e+17,2.8679e+17,2.2214e+17,1.7011e+17,1.2869e+17,9.6176e+16,7.1055e+16,5.1965e+16,3.7688e+16,2.717e+16,1.9527e+16,1.404e+16,1.0141e+16
0.85195,1.3642e+16,1.9104e+16,2.6647e+16,3.6843e+16,5.0287e+16,6.7522e+16,8.8929e+16,1.1461e+17,1.4428e+17,1.7728e+17,2.1268e+17,2.4949e+17,2.8705e+17,3.2532e+17,3.6503e+17,4.0755e+17,4.5421e+17,5.0471e+17,5.5494e+17,5.9588e+17,6.1801e+17,6.2093e+17,6.1589e+17,6.1473e+17,6.1895e+17,6.2651e+17,6.2435e+17,5.9996e+17,5.5186e+17,4.8882e+17,4.2169e+17,3.5791e+17,3.0081e+17,2.5104e+17,2.08e+17,1.708e+17,1.387e+17,1.1117e+17,8.7847e+16,6.8408e+16,5.252e+16,3.9802e+16,2.9829e+16,2.2162e+16,1.6373e+16,1.2074e+16,8.9273e+15
1.0649,1.1291e+16,1.5242e+16,2.041e+16,2.6962e+16,3.4976e+16,4.4375e+16,5.4875e+16,6.5968e+16,7.697e+16,8.7138e+16,9.5844e+16,1.0275e+17,1.0793e+17,1.1179e+17,1.1501e+17,1.1823e+17,1.2177e+17,1.2532e+17,1.2781e+17,1.2789e+17,1.2534e+17,1.2191e+17,1.2015e+17,1.2154e+17,1.252e+17,1.3308e+17,1.4323e+17,1.5252e+17,1.5768e+17,1.5707e+17,1.5099e+17,1.4095e+17,1.2869e+17,1.1556e+17,1.0237e+17,8.9528e+16,7.7206e+16,6.5548e+16,5.471e+16,4.4862e+16,3.6145e+16,2.8644e+16,2.2368e+16,1.7258e+16,1.3199e+16,1.0047e+16,7.6473e+15
1.2779,9.0447e+15,1.1676e+16,1.4869e+16,1.8564e+16,2.2599e+16,2.6693e+16,3.0469e+16,3.3506e+16,3.5444e+16,3.6083e+16,3.5455e+16,3.3815e+16,3.1564e+16,2.9129e+16,2.685e+16,2.4925e+16,2.3386e+16,2.2129e+16,2.0984e+16,1.9868e+16,1.89e+16,1.834e+16,1.8369e+16,1.902e+16,2.0025e+16,2.2074e+16,2.5134e+16,2.9126e+16,3.3671e+16,3.8178e+16,4.1975e+16,4.4514e+16,4.5559e+16,4.521e+16,4.374e+16,4.1421e+16,3.8457e+16,3.5e+16,3.1198e+16,2.7214e+16,2.3232e+16,1.9425e+16,1.5938e+16,1.2867e+16,1.0258e+16,8.1105e+15,6.3916e+15
1.4909,7.0396e+15,8.6233e+15,1.035e+16,1.2086e+16,1.3641e+16,1.4796e+16,1.5352e+16,1.519e+16,1.4322e+16,1.2902e+16,1.1176e+16,9.4116e+15,7.8173e+15,6.5088e+15,5.5108e+15,4.7857e+15,4.2647e+15,3.8745e+15,3.5608e+15,3.308e+15,3.135e+15,3.0645e+15,3.0976e+15,3.2224e+15,3.3933e+15,3.7372e+15,4.283e+15,5.0952e+15,6.2266e+15,7.7133e+15,9.538e+15,1.1565e+16,1.3546e+16,1.5224e+16,1.6444e+16,1.7159e+16,1.7382e+16,1.7141e+16,1.647e+16,1.5416e+16,1.4059e+16,1.2501e+16,1.0858e+16,9.2369e+15,7.7255e+15,6.3816e+15,5.2338e+15
1.7039,5.3594e+15,6.1917e+15,6.9558e+15,7.5389e+15,7.8276e+15,7.7412e+15,7.2657e+15,6.4704e+15,5.4938e+15,4.4994e+15,3.6229e+15,2.9389e+15,2.4585e+15,2.1498e+15,1.9639e+15,1.8517e+15,1.7716e+15,1.6951e+15,1.612e+15,1.5321e+15,1.4726e+15,1.4417e+15,1.4351e+15,1.4459e+15,1.4664e+15,1.514e+15,1.5995e+15,1.7389e+15,1.9449e+15,2.2347e+15,2.6457e+15,3.2274e+15,3.998e+15,4.9061e+15,5.8478e+15,6.7173e+15,7.4401e+15,7.9704e+15,8.2777e+15,8.3418e+15,8.1591e+15,7.7503e+15,7.1601e+15,6.4502e+15,5.6869e+15,4.9299e+15,4.2246e+15
1.9169,4.034e+15,4.3844e+15,4.6019e+15,4.6303e+15,4.4416e+15,4.0534e+15,3.5308e+15,2.9688e+15,2.4596e+15,2.063e+15,1.7953e+15,1.6392e+15,1.562e+15,1.5313e+15,1.5204e+15,1.5093e+15,1.4842e+15,1.4402e+15,1.3852e+15,1.3353e+15,1.3025e+15,1.2868e+15,1.2813e+15,1.2811e+15,1.2835e+15,1.2919e+15,1.3118e+15,1.3505e+15,1.4106e+15,1.4863e+15,1.574e+15,1.6867e+15,1.8564e+15,2.1166e+15,2.4763e+15,2.9099e+15,3.3731e+15,3.821e+15,4.215e+15,4.5209e+15,4.7094e+15,4.7609e+15,4.6722e+15,4.458e+15,4.1482e+15,3.7798e+15,3.3901e+15
2.1299,3.0484e+15,3.1298e+15,3.0943e+15,2.9345e+15,2.6715e+15,2.3532e+15,2.0389e+15,1.7784e+15,1.5961e+15,1.4899e+15,1.4412e+15,1.4279e+15,1.4317e+15,1.4395e+15,1.441e+15,1.4288e+15,1.3993e+15,1.3567e+15,1.3131e+15,1.281e+15,1.2644e+15,1.2584e+15,1.2569e+15,1.2571e+15,1.2578e+15,1.2602e+15,1.2671e+15,1.2844e+15,1.3166e+15,1.3605e+15,1.4058e+15,1.4447e+15,1.4803e+15,1.5287e+15,1.6128e+15,1.7492e+15,1.9385e+15,2.1668e+15,2.4137e+15,2.6562e+15,2.8702e+15,3.0317e+15,3.1211e+15,3.1287e+15,3.0567e+15,2.9184e+15,2.7341e+15
2.3429,2.3571e+15,2.3163e+15,2.2026e+15,2.0332e+15,1.8404e+15,1.6606e+15,1.5214e+15,1.4325e+15,1.3881e+15,1.3743e+15,1.3775e+15,1.3875e+15,1.3974e+15,1.4017e+15,1.3953e+15,1.3752e+15,1.3427e+15,1.3054e+15,1.2744e+15,1.2564e+15,1.2497e+15,1.2483e+15,1.2485e+15,1.249e+15,1.2494e+15,1.2502e+15,1.2525e+15,1.2602e+15,1.2787e+15,1.3095e+15,1.3463e+15,1.3793e+15,1.402e+15,1.4155e+15,1.4282e+15,1.4536e+15,1.5046e+15,1.587e+15,1.6985e+15,1.8312e+15,1.9732e+15,2.1094e+15,2.2231e+15,2.2992e+15,2.3279e+15,2.3073e+15,2.2431e+15
2.5558,1.9e+15,1.8238e+15,1.7155e+15,1.5964e+15,1.4893e+15,1.4103e+15,1.3636e+15,1.3439e+15,1.3418e+15,1.3486e+15,1.3587e+15,1.3679e+15,1.373e+15,1.3704e+15,1.3574e+15,1.3335e+15,1.3029e+15,1.274e+15,1.2547e+15,1.2462e+15,1.2443e+15,1.2444e+15,1.2449e+15,1.2454e+15,1.2458e+15,1.2461e+15,1.2466e+15,1.2494e+15,1.2587e+15,1.2787e+15,1.3077e+15,1.3384e+15,1.3629e+15,1.3772e+15,1.3825e+15,1.3837e+15,1.3892e+15,1.4074e+15,1.4436e+15,1.4991e+15,1.5713e+15,1.6542e+15,1.7388e+15,1.814e+15,1.8691e+15,1.8962e+15,1.8928e+15
2.7688,1.6152e+15,1.5455e+15,1.4699e+15,1.4032e+15,1.3555e+15,1.329e+15,1.3198e+15,1.3215e+15,1.3285e+15,1.3374e+15,1.3457e+15,1.351e+15,1.3509e+15,1.3431e+15,1.3263e+15,1.3023e+15,1.2767e+15,1.2567e+15,1.2461e+15,1.2428e+15,1.2426e+15,1.243e+15,1.2434e+15,1.2438e+15,1.244e+15,1.2442e+15,1.2443e+15,1.2449e+15,1.2487e+15,1.2602e+15,1.2811e+15,1.3074e+15,1.3321e+15,1.3498e+15,1.3585e+15,1.3597e+15,1.3569e+15,1.3554e+15,1.3605e+15,1.3764e+15,1.4049e+15,1.4453e+15,1.4946e+15,1.5473e+15,1.5961e+15,1.6336e+15,1.654e+15
2.9818,1.4483e+15,1.399e+15,1.3556e+15,1.325e+15,1.3088e+15,1.3042e+15,1.307e+15,1.3134e+15,1.321e+15,1.3283e+15,1.3336e+15,1.3352e+15,1.3311e+15,1.3199e+15,1.302e+15,1.2805e+15,1.2609e+15,1.2483e+15,1.243e+15,1.2421e+15,1.2422e+15,1.2425e+15,1.2427e+15,1.243e+15,1.2431e+15,1.2433e+15,1.2433e+15,1.2432e+15,1.2443e+15,1.25e+15,1.2636e+15,1.2843e+15,1.3071e+15,1.3262e+15,1.3384e+15,1.3431e+15,1.3419e+15,1.3376e+15,1.3336e+15,1.3335e+15,1.3402e+15,1.3552e+15,1.3786e+15,1.4087e+15,1.4421e+15,1.4737e+15,1.4985e+15
3.1948,1.3562e+15,1.327e+15,1.3063e+15,1.2956e+15,1.2932e+15,1.296e+15,1.3016e+15,1.3081e+15,1.3145e+15,1.3197e+15,1.3223e+15,1.3208e+15,1.3139e+15,1.3011e+15,1.2839e+15,1.266e+15,1.2521e+15,1.2446e+15,1.2423e+15,1.242e+15,1.2422e+15,1.2423e+15,1.2424e+15,1.2425e+15,1.2426e+15,1.2428e+15,1.2428e+15,1.2427e+15,1.2427e+15,1.245e+15,1.2529e+15,1.2679e+15,1.2873e+15,1.3061e+15,1.3204e+15,1.3282e+15,1.3301e+15,1.3274e+15,1.3225e+15,1.3178e+15,1.3157e+15,1.3181e+15,1.3262e+15,1.3403e+15,1.3593e+15,1.3807e+15,1.4013e+15
3.4078,1.3084e+15,1.2939e+15,1.2863e+15,1.2849e+15,1.2874e+15,1.2921e+15,1.2977e+15,1.3033e+15,1.3082e+15,1.3114e+15,1.3117e+15,1.3079e+15,1.2993e+15,1.2862e+15,1.2708e+15,1.2569e+15,1.2475e+15,1.2433e+15,1.2422e+15,1.2421e+15,1.2421e+15,1.2422e+15,1.2422e+15,1.2423e+15,1.2424e+15,1.2425e+15,1.2425e+15,1.2425e+15,1.2422e+15,1.2428e+15,1.2469e+15,1.2569e+15,1.2723e+15,1.2894e+15,1.3044e+15,1.3144e+15,1.3189e+15,1.3188e+15,1.3153e+15,1.3104e+15,1.3056e+15,1.3028e+15,1.3033e+15,1.3078e+15,1.3165e+15,1.3288e+15,1.3429e+15
