NaN	-2.5401	-2.2606	-2.0076	-1.7787	-1.5716	-1.3842	-1.2147	-1.0612	-0.92242	-0.79681	-0.68315	-0.5803	-0.48725	-0.40305	-0.32686	-0.25792	-0.19554	-0.1391	-0.088028	-0.041817	-3.98E-06	0.038898	0.084801	0.13553	0.1916	0.25356	0.32204	0.39773	0.48137	0.57381	0.67597	0.78887	0.91365	1.0516	1.204	1.3724	1.5585	1.7643	1.9916	2.2429	2.5206
0	1.76E+14	2.27E+14	3.33E+14	5.27E+14	8.62E+14	1.41E+15	2.24E+15	3.36E+15	4.73E+15	6.17E+15	7.47E+15	8.43E+15	8.97E+15	9.09E+15	8.88E+15	8.45E+15	7.90E+15	7.31E+15	6.73E+15	6.19E+15	5.70E+15	5.25E+15	4.74E+15	4.21E+15	3.67E+15	3.14E+15	2.63E+15	2.16E+15	1.73E+15	1.36E+15	1.05E+15	8.02E+14	6.05E+14	4.55E+14	3.45E+14	2.65E+14	2.10E+14	1.72E+14	1.46E+14	1.30E+14	1.19E+14
0.1002	1.72E+14	2.19E+14	3.11E+14	4.72E+14	7.41E+14	1.16E+15	1.76E+15	2.54E+15	3.44E+15	4.36E+15	5.16E+15	5.75E+15	6.07E+15	6.15E+15	6.03E+15	5.78E+15	5.46E+15	5.10E+15	4.75E+15	4.41E+15	4.10E+15	3.81E+15	3.48E+15	3.13E+15	2.77E+15	2.41E+15	2.05E+15	1.71E+15	1.40E+15	1.13E+15	8.88E+14	6.90E+14	5.32E+14	4.09E+14	3.16E+14	2.48E+14	2.00E+14	1.66E+14	1.43E+14	1.28E+14	1.18E+14
0.2004	1.64E+14	2.06E+14	2.75E+14	3.90E+14	5.66E+14	8.17E+14	1.14E+15	1.52E+15	1.91E+15	2.28E+15	2.58E+15	2.79E+15	2.90E+15	2.94E+15	2.91E+15	2.83E+15	2.72E+15	2.60E+15	2.47E+15	2.34E+15	2.22E+15	2.10E+15	1.97E+15	1.82E+15	1.65E+15	1.48E+15	1.30E+15	1.13E+15	9.58E+14	7.99E+14	6.56E+14	5.30E+14	4.25E+14	3.40E+14	2.73E+14	2.22E+14	1.84E+14	1.57E+14	1.38E+14	1.25E+14	1.16E+14
0.3006	1.52E+14	1.86E+14	2.33E+14	3.01E+14	3.92E+14	5.01E+14	6.18E+14	7.26E+14	8.15E+14	8.80E+14	9.24E+14	9.52E+14	9.70E+14	9.79E+14	9.82E+14	9.79E+14	9.71E+14	9.58E+14	9.42E+14	9.24E+14	9.04E+14	8.83E+14	8.56E+14	8.23E+14	7.82E+14	7.36E+14	6.82E+14	6.23E+14	5.61E+14	4.96E+14	4.32E+14	3.70E+14	3.15E+14	2.66E+14	2.25E+14	1.92E+14	1.66E+14	1.46E+14	1.32E+14	1.22E+14	1.14E+14
0.4008	1.39E+14	1.62E+14	1.90E+14	2.22E+14	2.56E+14	2.85E+14	3.03E+14	3.08E+14	3.03E+14	2.94E+14	2.85E+14	2.79E+14	2.77E+14	2.79E+14	2.83E+14	2.88E+14	2.94E+14	3.01E+14	3.06E+14	3.11E+14	3.15E+14	3.19E+14	3.22E+14	3.24E+14	3.24E+14	3.23E+14	3.19E+14	3.11E+14	3.00E+14	2.85E+14	2.67E+14	2.46E+14	2.24E+14	2.02E+14	1.82E+14	1.63E+14	1.48E+14	1.35E+14	1.25E+14	1.18E+14	1.12E+14
0.501	1.28E+14	1.40E+14	1.54E+14	1.65E+14	1.71E+14	1.70E+14	1.64E+14	1.55E+14	1.46E+14	1.39E+14	1.35E+14	1.32E+14	1.31E+14	1.31E+14	1.32E+14	1.34E+14	1.36E+14	1.38E+14	1.41E+14	1.44E+14	1.46E+14	1.49E+14	1.52E+14	1.55E+14	1.59E+14	1.63E+14	1.66E+14	1.70E+14	1.72E+14	1.73E+14	1.72E+14	1.69E+14	1.63E+14	1.56E+14	1.49E+14	1.40E+14	1.32E+14	1.25E+14	1.19E+14	1.14E+14	1.10E+14
0.6012	1.18E+14	1.23E+14	1.28E+14	1.30E+14	1.28E+14	1.24E+14	1.19E+14	1.16E+14	1.13E+14	1.12E+14	1.12E+14	1.11E+14	1.11E+14	1.11E+14	1.11E+14	1.11E+14	1.12E+14	1.12E+14	1.12E+14	1.13E+14	1.13E+14	1.14E+14	1.15E+14	1.16E+14	1.17E+14	1.18E+14	1.20E+14	1.22E+14	1.24E+14	1.26E+14	1.28E+14	1.29E+14	1.30E+14	1.29E+14	1.27E+14	1.24E+14	1.21E+14	1.17E+14	1.14E+14	1.11E+14	1.08E+14
0.7014	1.11E+14	1.13E+14	1.13E+14	1.13E+14	1.11E+14	1.09E+14	1.08E+14	1.08E+14	1.08E+14	1.08E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.07E+14	1.08E+14	1.08E+14	1.08E+14	1.08E+14	1.09E+14	1.09E+14	1.10E+14	1.11E+14	1.12E+14	1.13E+14	1.14E+14	1.14E+14	1.14E+14	1.14E+14	1.13E+14	1.11E+14	1.10E+14	1.08E+14	1.06E+14
0.8016	1.07E+14	1.07E+14	1.07E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.05E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.06E+14	1.07E+14	1.07E+14	1.07E+14	1.08E+14	1.08E+14	1.08E+14	1.08E+14	1.08E+14	1.07E+14	1.06E+14	1.05E+14
