NaN,-2.5401,-2.2606,-2.0076,-1.7787,-1.5716,-1.3842,-1.2147,-1.0612,-0.92242,-0.79681,-0.68315,-0.5803,-0.48725,-0.40305,-0.32686,-0.25792,-0.19554,-0.1391,-0.088028,-0.041817,-3.9757e-06,0.038898,0.084801,0.13553,0.1916,0.25356,0.32204,0.39773,0.48137,0.57381,0.67597,0.78887,0.91365,1.0516,1.204,1.3724,1.5585,1.7643,1.9916,2.2429,2.5206
0,1.7552e+14,2.2657e+14,3.3307e+14,5.266e+14,8.6241e+14,1.4108e+15,2.2374e+15,3.3645e+15,4.7287e+15,6.168e+15,7.4654e+15,8.4311e+15,8.969e+15,9.0903e+15,8.8801e+15,8.4497e+15,7.9014e+15,7.3124e+15,6.7329e+15,6.1911e+15,5.7002e+15,5.252e+15,4.7422e+15,4.2117e+15,3.6731e+15,3.1413e+15,2.6314e+15,2.158e+15,1.7326e+15,1.3632e+15,1.0534e+15,8.0206e+14,6.0491e+14,4.5508e+14,3.4454e+14,2.6523e+14,2.0974e+14,1.718e+14,1.464e+14,1.2969e+14,1.1889e+14
0.1002,1.7246e+14,2.1901e+14,3.106e+14,4.7196e+14,7.4061e+14,1.1594e+15,1.7603e+15,2.5408e+15,3.4432e+15,4.3589e+15,5.16e+15,5.7454e+15,6.0707e+15,6.1491e+15,6.0312e+15,5.7805e+15,5.4553e+15,5.1001e+15,4.7451e+15,4.4082e+15,4.0987e+15,3.8123e+15,3.4819e+15,3.1324e+15,2.7711e+15,2.4073e+15,2.0511e+15,1.7129e+15,1.4019e+15,1.1254e+15,8.8781e+14,6.9048e+14,5.3202e+14,4.0887e+14,3.1608e+14,2.4815e+14,1.9976e+14,1.6611e+14,1.4322e+14,1.2796e+14,1.1796e+14
0.2004,1.6405e+14,2.0553e+14,2.7499e+14,3.8989e+14,5.6628e+14,8.1656e+14,1.1407e+15,1.519e+15,1.9135e+15,2.2789e+15,2.577e+15,2.7864e+15,2.9034e+15,2.9378e+15,2.9065e+15,2.8282e+15,2.7203e+15,2.5967e+15,2.4679e+15,2.3409e+15,2.2201e+15,2.1045e+15,1.9666e+15,1.815e+15,1.6517e+15,1.4798e+15,1.3034e+15,1.1276e+15,9.5773e+14,7.9892e+14,6.555e+14,5.3049e+14,4.2531e+14,3.3986e+14,2.7275e+14,2.2171e+14,1.8404e+14,1.57e+14,1.3807e+14,1.2511e+14,1.1642e+14
0.3006,1.5221e+14,1.8612e+14,2.3261e+14,3.0076e+14,3.9192e+14,5.0137e+14,6.1777e+14,7.2637e+14,8.1538e+14,8.8045e+14,9.2425e+14,9.5237e+14,9.6973e+14,9.7922e+14,9.8216e+14,9.7919e+14,9.7097e+14,9.5834e+14,9.4233e+14,9.2398e+14,9.0427e+14,8.8342e+14,8.5597e+14,8.225e+14,7.8247e+14,7.3567e+14,6.8237e+14,6.2347e+14,5.6055e+14,4.9573e+14,4.3152e+14,3.7045e+14,3.1471e+14,2.6589e+14,2.2482e+14,1.9159e+14,1.6565e+14,1.4608e+14,1.3175e+14,1.2155e+14,1.1445e+14
0.4008,1.3937e+14,1.6233e+14,1.901e+14,2.223e+14,2.5592e+14,2.8468e+14,3.0271e+14,3.0796e+14,3.0325e+14,2.9398e+14,2.8503e+14,2.7916e+14,2.7715e+14,2.7862e+14,2.8264e+14,2.8821e+14,2.9444e+14,3.0063e+14,3.0631e+14,3.1122e+14,3.1527e+14,3.1852e+14,3.2154e+14,3.2368e+14,3.2436e+14,3.2296e+14,3.1879e+14,3.1127e+14,3.0003e+14,2.8505e+14,2.6676e+14,2.4603e+14,2.2407e+14,2.0218e+14,1.816e+14,1.6325e+14,1.4766e+14,1.3501e+14,1.2513e+14,1.177e+14,1.1227e+14
0.501,1.2761e+14,1.3958e+14,1.537e+14,1.6473e+14,1.7084e+14,1.7044e+14,1.6425e+14,1.5513e+14,1.4621e+14,1.393e+14,1.3479e+14,1.3231e+14,1.3133e+14,1.3147e+14,1.3244e+14,1.3403e+14,1.3608e+14,1.3844e+14,1.4096e+14,1.4353e+14,1.4606e+14,1.4856e+14,1.5162e+14,1.5506e+14,1.588e+14,1.6268e+14,1.6644e+14,1.6969e+14,1.7196e+14,1.7277e+14,1.7169e+14,1.6852e+14,1.6333e+14,1.5649e+14,1.4859e+14,1.4032e+14,1.3234e+14,1.2513e+14,1.1897e+14,1.1398e+14,1.1009e+14
0.6012,1.1819e+14,1.2318e+14,1.2795e+14,1.2984e+14,1.2813e+14,1.2401e+14,1.1936e+14,1.1567e+14,1.1335e+14,1.1212e+14,1.1151e+14,1.1121e+14,1.1108e+14,1.1105e+14,1.1113e+14,1.113e+14,1.1157e+14,1.1193e+14,1.1235e+14,1.1283e+14,1.1334e+14,1.139e+14,1.1465e+14,1.1561e+14,1.168e+14,1.1827e+14,1.2003e+14,1.2204e+14,1.242e+14,1.2632e+14,1.2813e+14,1.2932e+14,1.2958e+14,1.2877e+14,1.2688e+14,1.241e+14,1.2075e+14,1.172e+14,1.1377e+14,1.1069e+14,1.0808e+14
0.7014,1.1148e+14,1.1313e+14,1.1349e+14,1.1286e+14,1.1115e+14,1.0937e+14,1.082e+14,1.0769e+14,1.0755e+14,1.075e+14,1.0742e+14,1.073e+14,1.0716e+14,1.0705e+14,1.0698e+14,1.0696e+14,1.0699e+14,1.0705e+14,1.0713e+14,1.0723e+14,1.0734e+14,1.0745e+14,1.0761e+14,1.0781e+14,1.0806e+14,1.0839e+14,1.0881e+14,1.0937e+14,1.1007e+14,1.1093e+14,1.1192e+14,1.1293e+14,1.138e+14,1.1436e+14,1.1443e+14,1.1393e+14,1.1288e+14,1.1142e+14,1.0972e+14,1.0798e+14,1.0634e+14
0.8016,1.0716e+14,1.0741e+14,1.0696e+14,1.0631e+14,1.0578e+14,1.0556e+14,1.0559e+14,1.0568e+14,1.057e+14,1.0559e+14,1.0539e+14,1.0516e+14,1.0494e+14,1.0478e+14,1.0468e+14,1.0465e+14,1.0466e+14,1.0471e+14,1.0479e+14,1.0487e+14,1.0496e+14,1.0505e+14,1.0516e+14,1.0529e+14,1.0543e+14,1.0558e+14,1.0574e+14,1.0591e+14,1.061e+14,1.0633e+14,1.0661e+14,1.0697e+14,1.0738e+14,1.0779e+14,1.081e+14,1.0821e+14,1.0803e+14,1.0754e+14,1.068e+14,1.059e+14,1.0493e+14
