NaN,-2.5401,-2.2606,-2.0076,-1.7787,-1.5716,-1.3842,-1.2147,-1.0612,-0.92242,-0.79681,-0.68315,-0.5803,-0.48725,-0.40305,-0.32686,-0.25792,-0.19554,-0.1391,-0.088028,-0.041817,-3.9757e-06,0.038898,0.084801,0.13553,0.1916,0.25356,0.32204,0.39773,0.48137,0.57381,0.67597,0.78887,0.91365,1.0516,1.204,1.3724,1.5585,1.7643,1.9916,2.2429,2.5206
0,5.1407e+12,6.2644e+12,7.7091e+12,9.4307e+12,1.1395e+13,1.3515e+13,1.5637e+13,1.7551e+13,1.904e+13,1.9955e+13,2.028e+13,2.0125e+13,1.9669e+13,1.9082e+13,1.848e+13,1.7925e+13,1.7437e+13,1.7014e+13,1.6646e+13,1.6322e+13,1.6034e+13,1.5768e+13,1.5452e+13,1.5098e+13,1.4698e+13,1.4241e+13,1.3718e+13,1.3121e+13,1.2448e+13,1.1701e+13,1.0887e+13,1.0023e+13,9.1257e+12,8.2185e+12,7.3224e+12,6.4575e+12,5.6404e+12,4.8836e+12,4.195e+12,3.5786e+12,3.0343e+12
0.1002,5.1268e+12,6.2332e+12,7.662e+12,9.3684e+12,1.1326e+13,1.3461e+13,1.564e+13,1.7672e+13,1.9345e+13,2.0491e+13,2.1051e+13,2.109e+13,2.0757e+13,2.0215e+13,1.9595e+13,1.8978e+13,1.8402e+13,1.7882e+13,1.7417e+13,1.7003e+13,1.6632e+13,1.6291e+13,1.5891e+13,1.545e+13,1.4965e+13,1.4427e+13,1.3831e+13,1.3173e+13,1.2451e+13,1.1668e+13,1.0832e+13,9.9563e+12,9.0569e+12,8.1533e+12,7.2646e+12,6.4089e+12,5.6011e+12,4.853e+12,4.1718e+12,3.5614e+12,3.0218e+12
0.2004,5.0856e+12,6.1763e+12,7.5752e+12,9.2503e+12,1.1185e+13,1.3326e+13,1.5568e+13,1.7753e+13,1.9684e+13,2.1171e+13,2.2096e+13,2.245e+13,2.2328e+13,2.1877e+13,2.1242e+13,2.0536e+13,1.9829e+13,1.916e+13,1.8545e+13,1.799e+13,1.7492e+13,1.7035e+13,1.6506e+13,1.5934e+13,1.5319e+13,1.466e+13,1.3956e+13,1.3207e+13,1.2414e+13,1.1582e+13,1.0716e+13,9.8269e+12,8.9278e+12,8.0336e+12,7.1599e+12,6.3213e+12,5.5307e+12,4.7981e+12,4.1303e+12,3.5307e+12,2.9996e+12
0.3006,5.0175e+12,6.0923e+12,7.4457e+12,9.0679e+12,1.095e+13,1.3058e+13,1.5316e+13,1.7598e+13,1.9733e+13,2.1526e+13,2.2811e+13,2.3507e+13,2.3641e+13,2.3328e+13,2.2719e+13,2.1951e+13,2.113e+13,2.0322e+13,1.9562e+13,1.8868e+13,1.8244e+13,1.7672e+13,1.7014e+13,1.631e+13,1.5566e+13,1.4786e+13,1.3975e+13,1.3138e+13,1.2279e+13,1.1402e+13,1.0514e+13,9.6207e+12,8.7314e+12,7.8565e+12,7.0072e+12,6.1949e+12,5.4296e+12,4.7196e+12,4.071e+12,3.4868e+12,2.9677e+12
0.4008,4.9238e+12,5.9792e+12,7.2704e+12,8.8131e+12,1.0601e+13,1.2608e+13,1.4779e+13,1.7011e+13,1.9163e+13,2.1056e+13,2.252e+13,2.3436e+13,2.3785e+13,2.3638e+13,2.3129e+13,2.2399e+13,2.1567e+13,2.0716e+13,1.9898e+13,1.9139e+13,1.8451e+13,1.7818e+13,1.7088e+13,1.6309e+13,1.5489e+13,1.4638e+13,1.3764e+13,1.2878e+13,1.1985e+13,1.1092e+13,1.0204e+13,9.3253e+12,8.4619e+12,7.6199e+12,6.8069e+12,6.0306e+12,5.2988e+12,4.6184e+12,3.9945e+12,3.4302e+12,2.9265e+12
0.501,4.8058e+12,5.8339e+12,7.0468e+12,8.4811e+12,1.0125e+13,1.1952e+13,1.3907e+13,1.5903e+13,1.7823e+13,1.9531e+13,2.0894e+13,2.1815e+13,2.2261e+13,2.227e+13,2.1933e+13,2.1363e+13,2.0663e+13,1.9915e+13,1.9172e+13,1.8468e+13,1.7818e+13,1.7213e+13,1.6507e+13,1.5747e+13,1.4942e+13,1.4102e+13,1.324e+13,1.2367e+13,1.1493e+13,1.0626e+13,9.7724e+12,8.9351e+12,8.118e+12,7.3249e+12,6.5605e+12,5.8303e+12,5.1401e+12,4.4957e+12,3.9017e+12,3.3614e+12,2.8764e+12
0.6012,4.6654e+12,5.6536e+12,6.7745e+12,8.0733e+12,9.5287e+12,1.1102e+13,1.2731e+13,1.4336e+13,1.5828e+13,1.7123e+13,1.8158e+13,1.889e+13,1.9307e+13,1.9422e+13,1.9281e+13,1.8947e+13,1.8485e+13,1.7955e+13,1.7402e+13,1.6858e+13,1.634e+13,1.5846e+13,1.5257e+13,1.461e+13,1.391e+13,1.3167e+13,1.2393e+13,1.1601e+13,1.0803e+13,1.0008e+13,9.2234e+12,8.4545e+12,7.7044e+12,6.9758e+12,6.272e+12,5.5972e+12,4.9559e+12,4.3533e+12,3.7938e+12,3.2813e+12,2.8178e+12
0.7014,4.5048e+12,5.4368e+12,6.4556e+12,7.5977e+12,8.8312e+12,1.0103e+13,1.1343e+13,1.2478e+13,1.3447e+13,1.4227e+13,1.4824e+13,1.5263e+13,1.5561e+13,1.5723e+13,1.5752e+13,1.566e+13,1.5468e+13,1.5204e+13,1.4896e+13,1.4567e+13,1.4236e+13,1.3905e+13,1.3492e+13,1.302e+13,1.249e+13,1.1907e+13,1.1281e+13,1.0624e+13,9.9461e+12,9.2603e+12,8.5753e+12,7.8978e+12,7.2319e+12,6.5809e+12,5.9476e+12,5.3357e+12,4.7493e+12,4.1933e+12,3.6724e+12,3.1907e+12,2.7515e+12
0.8016,4.3264e+12,5.1842e+12,6.0947e+12,7.067e+12,8.0615e+12,9.0136e+12,9.8494e+12,1.0506e+13,1.0959e+13,1.1236e+13,1.1403e+13,1.1538e+13,1.1682e+13,1.1839e+13,1.1983e+13,1.2085e+13,1.213e+13,1.2113e+13,1.2044e+13,1.1935e+13,1.1799e+13,1.1644e+13,1.1428e+13,1.1156e+13,1.0825e+13,1.0435e+13,9.9906e+12,9.4992e+12,8.9719e+12,8.4204e+12,7.8551e+12,7.2846e+12,6.715e+12,6.1505e+12,5.5947e+12,5.0511e+12,4.524e+12,4.0182e+12,3.5389e+12,3.0908e+12,2.678e+12
0.9018,4.1327e+12,4.8997e+12,5.6985e+12,6.4964e+12,7.2501e+12,7.8895e+12,8.3451e+12,8.5742e+12,8.5871e+12,8.4542e+12,8.2829e+12,8.173e+12,8.1785e+12,8.2981e+12,8.4932e+12,8.7142e+12,8.9202e+12,9.0872e+12,9.2063e+12,9.279e+12,9.3118e+12,9.3129e+12,9.2781e+12,9.1972e+12,9.0621e+12,8.8674e+12,8.6115e+12,8.2975e+12,7.9326e+12,7.527e+12,7.0917e+12,6.6366e+12,6.1695e+12,5.6963e+12,5.2215e+12,4.7492e+12,4.284e+12,3.8309e+12,3.3953e+12,2.9828e+12,2.598e+12
1.002,3.9264e+12,4.5914e+12,5.2749e+12,5.9011e+12,6.4248e+12,6.7784e+12,6.9059e+12,6.7919e+12,6.4813e+12,6.0741e+12,5.6916e+12,5.4315e+12,5.3407e+12,5.4129e+12,5.6071e+12,5.8696e+12,6.1523e+12,6.4207e+12,6.6553e+12,6.8485e+12,7.0002e+12,7.1176e+12,7.2235e+12,7.2979e+12,7.3296e+12,7.3083e+12,7.2268e+12,7.082e+12,6.8763e+12,6.6166e+12,6.3123e+12,5.9738e+12,5.6104e+12,5.2293e+12,4.8361e+12,4.4359e+12,4.0334e+12,3.634e+12,3.2435e+12,2.8678e+12,2.5124e+12
1.1022,3.7104e+12,4.27e+12,4.8329e+12,5.2955e+12,5.6097e+12,5.7178e+12,5.5855e+12,5.2283e+12,4.7207e+12,4.1762e+12,3.7073e+12,3.3903e+12,3.253e+12,3.2832e+12,3.4442e+12,3.6901e+12,3.9776e+12,4.272e+12,4.5503e+12,4.7995e+12,5.0145e+12,5.1997e+12,5.3948e+12,5.5756e+12,5.7295e+12,5.8435e+12,5.9056e+12,5.9073e+12,5.8449e+12,5.7205e+12,5.5406e+12,5.3144e+12,5.0513e+12,4.7597e+12,4.4463e+12,4.1167e+12,3.7763e+12,3.4305e+12,3.0853e+12,2.7471e+12,2.422e+12
1.2024,3.4874e+12,3.9463e+12,4.3824e+12,4.6933e+12,4.8248e+12,4.7352e+12,4.4166e+12,3.9147e+12,3.3236e+12,2.7541e+12,2.2946e+12,1.9904e+12,1.8478e+12,1.849e+12,1.9648e+12,2.162e+12,2.4082e+12,2.6753e+12,2.9421e+12,3.1942e+12,3.4234e+12,3.6321e+12,3.8662e+12,4.1026e+12,4.3297e+12,4.5337e+12,4.7e+12,4.8159e+12,4.872e+12,4.8648e+12,4.7964e+12,4.6732e+12,4.5037e+12,4.2964e+12,4.0588e+12,3.7969e+12,3.5164e+12,3.223e+12,2.9228e+12,2.6221e+12,2.3276e+12
1.3026,3.2603e+12,3.6272e+12,3.9339e+12,4.1075e+12,4.0866e+12,3.849e+12,3.4144e+12,2.8525e+12,2.2648e+12,1.7462e+12,1.3535e+12,1.1016e+12,9.7896e+11,9.6495e+11,1.0382e+12,1.1777e+12,1.3632e+12,1.5756e+12,1.7983e+12,2.0187e+12,2.2281e+12,2.4266e+12,2.6597e+12,2.9085e+12,3.164e+12,3.414e+12,3.6436e+12,3.8376e+12,3.9826e+12,4.0696e+12,4.0954e+12,4.0625e+12,3.9771e+12,3.8469e+12,3.6794e+12,3.4809e+12,3.2573e+12,3.0142e+12,2.7576e+12,2.494e+12,2.2302e+12
1.4028,3.0315e+12,3.3139e+12,3.4981e+12,3.5496e+12,3.4076e+12,3.0698e+12,2.5798e+12,2.0228e+12,1.495e+12,1.0667e+12,7.6352e+11,5.7669e+11,4.8414e+11,4.6554e+11,5.0609e+11,5.9445e+11,7.1995e+11,8.7163e+11,1.0387e+12,1.2117e+12,1.3828e+12,1.5513e+12,1.7573e+12,1.9877e+12,2.2369e+12,2.496e+12,2.752e+12,2.9895e+12,3.1928e+12,3.3488e+12,3.4491e+12,3.4915e+12,3.4789e+12,3.4172e+12,3.313e+12,3.1727e+12,3.002e+12,2.8064e+12,2.5916e+12,2.364e+12,2.1304e+12
